,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
802,absorberé,absorberás,absorberá,absorberemos,absorberéis,absorberán
803,alumbraré,alumbrarás,alumbrará,alumbraremos,alumbraréis,alumbrarán
804,representaré,representarás,representará,representaremos,representaréis,representarán
805,acusaré,acusarás,acusará,acusaremos,acusaréis,acusarán
806,certificaré,certificarás,certificará,certificaremos,certificaréis,certificarán
807,arruinaré,arruinarás,arruinará,arruinaremos,arruinaréis,arruinarán
808,ampliaré,ampliarás,ampliará,ampliaremos,ampliaréis,ampliarán
809,almacenaré,almacenarás,almacenará,almacenaremos,almacenaréis,almacenarán
810,disculparé,disculparás,disculpará,disculparemos,disculparéis,disculparán
811,torearé,torearás,toreará,torearemos,torearéis,torearán
812,conservaré,conservarás,conservará,conservaremos,conservaréis,conservarán
813,descenderé,descenderás,descenderá,descenderemos,descenderéis,descenderán
814,ingresaré,ingresarás,ingresará,ingresaremos,ingresaréis,ingresarán
815,adornaré,adornarás,adornará,adornaremos,adornaréis,adornarán
816,desafiaré,desafiarás,desafiará,desafiaremos,desafiaréis,desafiarán
817,concebiré,concebirás,concebirá,concebiremos,concebiréis,concebirán
818,comercializaré,comercializarás,comercializará,comercializaremos,comercializaréis,comercializarán
819,apostaré,apostarás,apostará,apostaremos,apostaréis,apostarán
820,contrataré,contratarás,contratará,contrataremos,contrataréis,contratarán
821,aislaré,aislarás,aislará,aislaremos,aislaréis,aislarán
822,chuparé,chuparás,chupará,chuparemos,chuparéis,chuparán
823,enfadaré,enfadarás,enfadará,enfadaremos,enfadaréis,enfadarán
824,adoptaré,adoptarás,adoptará,adoptaremos,adoptaréis,adoptarán
825,registraré,registrarás,registrará,registraremos,registraréis,registrarán
826,sobraré,sobrarás,sobrará,sobraremos,sobraréis,sobrarán
827,esforzaré,esforzarás,esforzará,esforzaremos,esforzaréis,esforzarán
828,agriaré,agriarás,agriará,agriaremos,agriaréis,agriarán
829,soltaré,soltarás,soltará,soltaremos,soltaréis,soltarán
830,pisaré,pisarás,pisará,pisaremos,pisaréis,pisarán
831,aceleraré,acelerarás,acelerará,aceleraremos,aceleraréis,acelerarán
832,agravaré,agravarás,agravará,agravaremos,agravaréis,agravarán
833,sofocaré,sofocarás,sofocará,sofocaremos,sofocaréis,sofocarán
834,expondré,expondrás,expondrá,expondremos,expondréis,expondrán
835,recuperaré,recuperarás,recuperará,recuperaremos,recuperaréis,recuperarán
836,intervendré,intervendrás,intervendrá,intervendremos,intervendréis,intervendrán
837,acompañaré,acompañarás,acompañará,acompañaremos,acompañaréis,acompañarán
838,exploraré,explorarás,explorará,exploraremos,exploraréis,explorarán
839,atropellaré,atropellarás,atropellará,atropellaremos,atropellaréis,atropellarán
840,cascaré,cascarás,cascará,cascaremos,cascaréis,cascarán
841,treparé,treparás,trepará,treparemos,treparéis,treparán
842,aclararé,aclararás,aclarará,aclararemos,aclararéis,aclararán
843,arrestaré,arrestarás,arrestará,arrestaremos,arrestaréis,arrestarán
844,asesinaré,asesinarás,asesinará,asesinaremos,asesinaréis,asesinarán
845,anularé,anularás,anulará,anularemos,anularéis,anularán
846,reharé,reharás,rehará,reharemos,reharéis,reharán
847,arriesgaré,arriesgarás,arriesgará,arriesgaremos,arriesgaréis,arriesgarán
848,bromearé,bromearás,bromeará,bromearemos,bromearéis,bromearán
849,evaluaré,evaluarás,evaluará,evaluaremos,evaluaréis,evaluarán
850,atraparé,atraparás,atrapará,atraparemos,atraparéis,atraparán
851,adscribiré,adscribirás,adscribirá,adscribiremos,adscribiréis,adscribirán
852,arrendaré,arrendarás,arrendará,arrendaremos,arrendaréis,arrendarán
853,rodearé,rodearás,rodeará,rodearemos,rodearéis,rodearán
854,suspenderé,suspenderás,suspenderá,suspenderemos,suspenderéis,suspenderán
855,insultaré,insultarás,insultará,insultaremos,insultaréis,insultarán
856,suplicaré,suplicarás,suplicará,suplicaremos,suplicaréis,suplicarán
857,repasaré,repasarás,repasará,repasaremos,repasaréis,repasarán
858,pudriré o podriré,pudrirás o podrirás,pudrirá o podrirá,pudriremos o podriremos,pudriréis o podriréis,pudrirán o podrirán
859,rehuiré,rehuirás,rehuirá,rehuiremos,rehuiréis,rehuirán
860,clasificaré,clasificarás,clasificará,clasificaremos,clasificaréis,clasificarán
861,tronaré,tronarás,tronará,tronaremos,tronaréis,tronarán
862,apuntaré,apuntarás,apuntará,apuntaremos,apuntaréis,apuntarán
863,coludiré,coludirás,coludirá,coludiremos,coludiréis,coludirán
864,aprehenderé,aprehenderás,aprehenderá,aprehenderemos,aprehenderéis,aprehenderán
865,agruparé,agruparás,agrupará,agruparemos,agruparéis,agruparán
866,lloviznaré,lloviznarás,lloviznará,lloviznaremos,lloviznaréis,lloviznarán
867,asentiré,asentirás,asentirá,asentiremos,asentiréis,asentirán
868,descompondré,descompondrás,descompondrá,descompondremos,descompondréis,descompondrán
869,brillaré,brillarás,brillará,brillaremos,brillaréis,brillarán
870,adelantaré,adelantarás,adelantará,adelantaremos,adelantaréis,adelantarán
871,puliré,pulirás,pulirá,puliremos,puliréis,pulirán
872,situaré,situarás,situará,situaremos,situaréis,situarán
873,soplaré,soplarás,soplará,soplaremos,soplaréis,soplarán
874,involucraré,involucrarás,involucrará,involucraremos,involucraréis,involucrarán
875,experimentaré,experimentarás,experimentará,experimentaremos,experimentaréis,experimentarán
876,provocaré,provocarás,provocará,provocaremos,provocaréis,provocarán
877,instalaré,instalarás,instalará,instalaremos,instalaréis,instalarán
878,reviviré,revivirás,revivirá,reviviremos,reviviréis,revivirán
879,civilizaré,civilizarás,civilizará,civilizaremos,civilizaréis,civilizarán
880,fraguaré,fraguarás,fraguará,fraguaremos,fraguaréis,fraguarán
881,recubriré,recubrirás,recubrirá,recubriremos,recubriréis,recubrirán
882,transformaré,transformarás,transformará,transformaremos,transformaréis,transformarán
883,desnudaré,desnudarás,desnudará,desnudaremos,desnudaréis,desnudarán
884,arderé,arderás,arderá,arderemos,arderéis,arderán
885,ensayaré,ensayarás,ensayará,ensayaremos,ensayaréis,ensayarán
886,frenaré,frenarás,frenará,frenaremos,frenaréis,frenarán
887,circularé,circularás,circulará,circularemos,circularéis,circularán
888,estrecharé,estrecharás,estrechará,estrecharemos,estrecharéis,estrecharán
889,aclamaré,aclamarás,aclamará,aclamaremos,aclamaréis,aclamarán
890,changaré,changarás,changará,changaremos,changaréis,changarán
891,mimaré,mimarás,mimará,mimaremos,mimaréis,mimarán
892,saltearé,saltearás,salteará,saltearemos,saltearéis,saltearán
893,localizaré,localizarás,localizará,localizaremos,localizaréis,localizarán
894,colaré,colarás,colará,colaremos,colaréis,colarán
895,escupiré,escupirás,escupirá,escupiremos,escupiréis,escupirán
896,coincidiré,coincidirás,coincidirá,coincidiremos,coincidiréis,coincidirán
897,roncaré,roncarás,roncará,roncaremos,roncaréis,roncarán
898,antepondré,antepondrás,antepondrá,antepondremos,antepondréis,antepondrán
899,removeré,removerás,removerá,removeremos,removeréis,removerán
900,brindaré,brindarás,brindará,brindaremos,brindaréis,brindarán
901,protestaré,protestarás,protestará,protestaremos,protestaréis,protestarán
902,apuraré,apurarás,apurará,apuraremos,apuraréis,apurarán
903,entrevistaré,entrevistarás,entrevistará,entrevistaremos,entrevistaréis,entrevistarán
904,accederé,accederás,accederá,accederemos,accederéis,accederán
905,esparciré,esparcirás,esparcirá,esparciremos,esparciréis,esparcirán
906,burlaré,burlarás,burlará,burlaremos,burlaréis,burlarán
907,apartaré,apartarás,apartará,apartaremos,apartaréis,apartarán
908,conquistaré,conquistarás,conquistará,conquistaremos,conquistaréis,conquistarán
909,reproduciré,reproducirás,reproducirá,reproduciremos,reproduciréis,reproducirán
910,transmitiré,transmitirás,transmitirá,transmitiremos,transmitiréis,transmitirán
911,afirmaré,afirmarás,afirmará,afirmaremos,afirmaréis,afirmarán
912,progresaré,progresarás,progresará,progresaremos,progresaréis,progresarán
913,ahorcaré,ahorcarás,ahorcará,ahorcaremos,ahorcaréis,ahorcarán
914,derrocaré,derrocarás,derrocará,derrocaremos,derrocaréis,derrocarán
915,rellenaré,rellenarás,rellenará,rellenaremos,rellenaréis,rellenarán
916,aliviaré,aliviarás,aliviará,aliviaremos,aliviaréis,aliviarán
917,aplastaré,aplastarás,aplastará,aplastaremos,aplastaréis,aplastarán
918,presupondré,presupondrás,presupondrá,presupondremos,presupondréis,presupondrán
919,expulsaré,expulsarás,expulsará,expulsaremos,expulsaréis,expulsarán
920,agacharé,agacharás,agachará,agacharemos,agacharéis,agacharán
921,asombraré,asombrarás,asombrará,asombraremos,asombraréis,asombrarán
922,empataré,empatarás,empatará,empataremos,empataréis,empatarán
923,coquetearé,coquetearás,coqueteará,coquetearemos,coquetearéis,coquetearán
924,invadiré,invadirás,invadirá,invadiremos,invadiréis,invadirán
925,derrotaré,derrotarás,derrotará,derrotaremos,derrotaréis,derrotarán
926,envejeceré,envejecerás,envejecerá,envejeceremos,envejeceréis,envejecerán
927,archivaré,archivarás,archivará,archivaremos,archivaréis,archivarán
928,arrugaré,arrugarás,arrugará,arrugaremos,arrugaréis,arrugarán
929,procederé,procederás,procederá,procederemos,procederéis,procederán
930,fracasaré,fracasarás,fracasará,fracasaremos,fracasaréis,fracasarán
931,arrojaré,arrojarás,arrojará,arrojaremos,arrojaréis,arrojarán
932,chantajearé,chantajearás,chantajeará,chantajearemos,chantajearéis,chantajearán
933,programaré,programarás,programará,programaremos,programaréis,programarán
934,amordazaré,amordazarás,amordazará,amordazaremos,amordazaréis,amordazarán
935,alabaré,alabarás,alabará,alabaremos,alabaréis,alabarán
936,encubriré,encubrirás,encubrirá,encubriremos,encubriréis,encubrirán
937,convocaré,convocarás,convocará,convocaremos,convocaréis,convocarán
938,concederé,concederás,concederá,concederemos,concederéis,concederán
939,triunfaré,triunfarás,triunfará,triunfaremos,triunfaréis,triunfarán
940,extraviaré,extraviarás,extraviará,extraviaremos,extraviaréis,extraviarán
941,suprimiré,suprimirás,suprimirá,suprimiremos,suprimiréis,suprimirán
942,trasladaré,trasladarás,trasladará,trasladaremos,trasladaréis,trasladarán
943,contabilizaré,contabilizarás,contabilizará,contabilizaremos,contabilizaréis,contabilizarán
944,chillaré,chillarás,chillará,chillaremos,chillaréis,chillarán
945,soportaré,soportarás,soportará,soportaremos,soportaréis,soportarán
946,tranquilizaré,tranquilizarás,tranquilizará,tranquilizaremos,tranquilizaréis,tranquilizarán
947,comportaré,comportarás,comportará,comportaremos,comportaréis,comportarán
948,volcaré,volcarás,volcará,volcaremos,volcaréis,volcarán
949,devendré,devendrás,devendrá,devendremos,devendréis,devendrán
950,ensuciaré,ensuciarás,ensuciará,ensuciaremos,ensuciaréis,ensuciarán
951,cotizaré,cotizarás,cotizará,cotizaremos,cotizaréis,cotizarán
952,sobrevolaré,sobrevolarás,sobrevolará,sobrevolaremos,sobrevolaréis,sobrevolarán
953,podaré,podarás,podará,podaremos,podaréis,podarán
954,clarificaré,clarificarás,clarificará,clarificaremos,clarificaréis,clarificarán
955,digeriré,digerirás,digerirá,digeriremos,digeriréis,digerirán
956,aunaré,aunarás,aunará,aunaremos,aunaréis,aunarán
957,apaciguaré,apaciguarás,apaciguará,apaciguaremos,apaciguaréis,apaciguarán
958,fotografiaré,fotografiarás,fotografiará,fotografiaremos,fotografiaréis,fotografiarán
959,serraré,serrarás,serrará,serraremos,serraréis,serrarán
960,auditaré,auditarás,auditará,auditaremos,auditaréis,auditarán
961,transbordaré,transbordarás,transbordará,transbordaremos,transbordaréis,transbordarán
962,plantaré,plantarás,plantará,plantaremos,plantaréis,plantarán
963,solucionaré,solucionarás,solucionará,solucionaremos,solucionaréis,solucionarán
964,frunciré,fruncirás,fruncirá,frunciremos,frunciréis,fruncirán
965,serpentearé,serpentearás,serpenteará,serpentearemos,serpentearéis,serpentearán
966,alternaré,alternarás,alternará,alternaremos,alternaréis,alternarán
967,alarmaré,alarmarás,alarmará,alarmaremos,alarmaréis,alarmarán
968,derivaré,derivarás,derivará,derivaremos,derivaréis,derivarán
969,ansiaré,ansiarás,ansiará,ansiaremos,ansiaréis,ansiarán
970,disfrazaré,disfrazarás,disfrazará,disfrazaremos,disfrazaréis,disfrazarán
971,persistiré,persistirás,persistirá,persistiremos,persistiréis,persistirán
972,resbalaré,resbalarás,resbalará,resbalaremos,resbalaréis,resbalarán
973,excitaré,excitarás,excitará,excitaremos,excitaréis,excitarán
974,vomitaré,vomitarás,vomitará,vomitaremos,vomitaréis,vomitarán
975,concordaré,concordarás,concordará,concordaremos,concordaréis,concordarán
976,exclamaré,exclamarás,exclamará,exclamaremos,exclamaréis,exclamarán
977,agujerearé,agujerearás,agujereará,agujerearemos,agujerearéis,agujerearán
978,cojearé,cojearás,cojeará,cojearemos,cojearéis,cojearán
979,insinuaré,insinuarás,insinuará,insinuaremos,insinuaréis,insinuarán
980,suscribiré,suscribirás,suscribirá,suscribiremos,suscribiréis,suscribirán
981,culturizaré,culturizarás,culturizará,culturizaremos,culturizaréis,culturizarán
982,adaptaré,adaptarás,adaptará,adaptaremos,adaptaréis,adaptarán
983,propalaré,propalarás,propalará,propalaremos,propalaréis,propalarán
984,anotaré,anotarás,anotará,anotaremos,anotaréis,anotarán
985,acumularé,acumularás,acumulará,acumularemos,acumularéis,acumularán
986,desvestiré,desvestirás,desvestirá,desvestiremos,desvestiréis,desvestirán
987,enchufaré,enchufarás,enchufará,enchufaremos,enchufaréis,enchufarán
988,regentaré,regentarás,regentará,regentaremos,regentaréis,regentarán
989,diluiré,diluirás,diluirá,diluiremos,diluiréis,diluirán
990,retorceré,retorcerás,retorcerá,retorceremos,retorceréis,retorcerán
991,clavaré,clavarás,clavará,clavaremos,clavaréis,clavarán
992,cegaré,cegarás,cegará,cegaremos,cegaréis,cegarán
993,dispararé,dispararás,disparará,dispararemos,dispararéis,dispararán
994,exportaré,exportarás,exportará,exportaremos,exportaréis,exportarán
995,persuadiré,persuadirás,persuadirá,persuadiremos,persuadiréis,persuadirán
996,detestaré,detestarás,detestará,detestaremos,detestaréis,detestarán
997,confluiré,confluirás,confluirá,confluiremos,confluiréis,confluirán
998,aguardaré,aguardarás,aguardará,aguardaremos,aguardaréis,aguardarán
999,complicaré,complicarás,complicará,complicaremos,complicaréis,complicarán
1000,renovaré,renovarás,renovará,renovaremos,renovaréis,renovarán
1001,confirmaré,confirmarás,confirmará,confirmaremos,confirmaréis,confirmarán
1002,arrastraré,arrastrarás,arrastrará,arrastraremos,arrastraréis,arrastrarán
1003,matricularé,matricularás,matriculará,matricularemos,matricularéis,matricularán
1004,expediré,expedirás,expedirá,expediremos,expediréis,expedirán
1005,emocionaré,emocionarás,emocionará,emocionaremos,emocionaréis,emocionarán
1006,expresaré,expresarás,expresará,expresaremos,expresaréis,expresarán
1007,presidiré,presidirás,presidirá,presidiremos,presidiréis,presidirán
1008,aflojaré,aflojarás,aflojará,aflojaremos,aflojaréis,aflojarán
1009,apilaré,apilarás,apilará,apilaremos,apilaréis,apilarán
1010,sumaré,sumarás,sumará,sumaremos,sumaréis,sumarán
1011,percibiré,percibirás,percibirá,percibiremos,percibiréis,percibirán
1012,asemejaré,asemejarás,asemejará,asemejaremos,asemejaréis,asemejarán
1013,agrandaré,agrandarás,agrandará,agrandaremos,agrandaréis,agrandarán
1014,desviaré,desviarás,desviará,desviaremos,desviaréis,desviarán
1015,resistiré,resistirás,resistirá,resistiremos,resistiréis,resistirán
1016,tramitaré,tramitarás,tramitará,tramitaremos,tramitaréis,tramitarán
1017,repondré,repondrás,repondrá,repondremos,repondréis,repondrán
1018,disgustaré,disgustarás,disgustará,disgustaremos,disgustaréis,disgustarán
1019,estropearé,estropearás,estropeará,estropearemos,estropearéis,estropearán
1020,fortaleceré,fortalecerás,fortalecerá,fortaleceremos,fortaleceréis,fortalecerán
1021,accionaré,accionarás,accionará,accionaremos,accionaréis,accionarán
1022,estrenaré,estrenarás,estrenará,estrenaremos,estrenaréis,estrenarán
1023,desordenaré,desordenarás,desordenará,desordenaremos,desordenaréis,desordenarán
1024,vigilaré,vigilarás,vigilará,vigilaremos,vigilaréis,vigilarán
1025,formalizaré,formalizarás,formalizará,formalizaremos,formalizaréis,formalizarán
1026,disputaré,disputarás,disputará,disputaremos,disputaréis,disputarán
1027,modificaré,modificarás,modificará,modificaremos,modificaréis,modificarán
1028,atestiguaré,atestiguarás,atestiguará,atestiguaremos,atestiguaréis,atestiguarán
1029,disolveré,disolverás,disolverá,disolveremos,disolveréis,disolverán
1030,perpetuaré,perpetuarás,perpetuará,perpetuaremos,perpetuaréis,perpetuarán
1031,desobedeceré,desobedecerás,desobedecerá,desobedeceremos,desobedeceréis,desobedecerán
1032,aparentaré,aparentarás,aparentará,aparentaremos,aparentaréis,aparentarán
1033,empaquetaré,empaquetarás,empaquetará,empaquetaremos,empaquetaréis,empaquetarán
1034,administraré,administrarás,administrará,administraremos,administraréis,administrarán
1035,despreciaré,despreciarás,despreciará,despreciaremos,despreciaréis,despreciarán
1036,rozaré,rozarás,rozará,rozaremos,rozaréis,rozarán
1037,excusaré,excusarás,excusará,excusaremos,excusaréis,excusarán
1038,arroparé,arroparás,arropará,arroparemos,arroparéis,arroparán
1039,cooperaré,cooperarás,cooperará,cooperaremos,cooperaréis,cooperarán
1040,extraeré,extraerás,extraerá,extraeremos,extraeréis,extraerán
1041,etiquetaré,etiquetarás,etiquetará,etiquetaremos,etiquetaréis,etiquetarán
1042,centrifugaré,centrifugarás,centrifugará,centrifugaremos,centrifugaréis,centrifugarán
1043,contemplaré,contemplarás,contemplará,contemplaremos,contemplaréis,contemplarán
1044,pincharé,pincharás,pinchará,pincharemos,pincharéis,pincharán
1045,amarraré,amarrarás,amarrará,amarraremos,amarraréis,amarrarán
1046,transcurriré,transcurrirás,transcurrirá,transcurriremos,transcurriréis,transcurrirán
1047,disuadiré,disuadirás,disuadirá,disuadiremos,disuadiréis,disuadirán
1048,compeleré,compelerás,compelerá,compeleremos,compeleréis,compelerán
1049,cavaré,cavarás,cavará,cavaremos,cavaréis,cavarán
1050,aceitaré,aceitarás,aceitará,aceitaremos,aceitaréis,aceitarán
1051,extenuaré,extenuarás,extenuará,extenuaremos,extenuaréis,extenuarán
1052,aficionaré,aficionarás,aficionará,aficionaremos,aficionaréis,aficionarán
1053,esculpiré,esculpirás,esculpirá,esculpiremos,esculpiréis,esculpirán
1054,resumiré,resumirás,resumirá,resumiremos,resumiréis,resumirán
1055,amueblaré,amueblarás,amueblará,amueblaremos,amueblaréis,amueblarán
1056,asociaré,asociarás,asociará,asociaremos,asociaréis,asociarán
1057,tamizaré,tamizarás,tamizará,tamizaremos,tamizaréis,tamizarán
1058,achicharraré,achicharrarás,achicharrará,achicharraremos,achicharraréis,achicharrarán
1059,alargaré,alargarás,alargará,alargaremos,alargaréis,alargarán
1060,abundaré,abundarás,abundará,abundaremos,abundaréis,abundarán
1061,multiplicaré,multiplicarás,multiplicará,multiplicaremos,multiplicaréis,multiplicarán
1062,concentraré,concentrarás,concentrará,concentraremos,concentraréis,concentrarán
1063,trabaré,trabarás,trabará,trabaremos,trabaréis,trabarán
1064,exhibiré,exhibirás,exhibirá,exhibiremos,exhibiréis,exhibirán
1065,acrisolaré,acrisolarás,acrisolará,acrisolaremos,acrisolaréis,acrisolarán
1066,prescribiré,prescribirás,prescribirá,prescribiremos,prescribiréis,prescribirán
1067,amontonaré,amontonarás,amontonará,amontonaremos,amontonaréis,amontonarán
1068,circunscribiré,circunscribirás,circunscribirá,circunscribiremos,circunscribiréis,circunscribirán
1069,cualificaré,cualificarás,cualificará,cualificaremos,cualificaréis,cualificarán
1070,dictaré,dictarás,dictará,dictaremos,dictaréis,dictarán
1071,diferenciaré,diferenciarás,diferenciará,diferenciaremos,diferenciaréis,diferenciarán
1072,susurraré,susurrarás,susurrará,susurraremos,susurraréis,susurrarán
1073,castraré,castrarás,castrará,castraremos,castraréis,castrarán
1074,relacionaré,relacionarás,relacionará,relacionaremos,relacionaréis,relacionarán
1075,censaré,censarás,censará,censaremos,censaréis,censarán
1076,agobiaré,agobiarás,agobiará,agobiaremos,agobiaréis,agobiarán
1077,sesgaré,sesgarás,sesgará,sesgaremos,sesgaréis,sesgarán
1078,reventaré,reventarás,reventará,reventaremos,reventaréis,reventarán
1079,destrozaré,destrozarás,destrozará,destrozaremos,destrozaréis,destrozarán
1080,asearé,asearás,aseará,asearemos,asearéis,asearán
1081,pervertiré,pervertirás,pervertirá,pervertiremos,pervertiréis,pervertirán
1082,acuchillaré,acuchillarás,acuchillará,acuchillaremos,acuchillaréis,acuchillarán
1083,curiosearé,curiosearás,curioseará,curiosearemos,curiosearéis,curiosearán
1084,trastearé,trastearás,trasteará,trastearemos,trastearéis,trastearán
1085,propagaré,propagarás,propagará,propagaremos,propagaréis,propagarán
1086,emprenderé,emprenderás,emprenderá,emprenderemos,emprenderéis,emprenderán
1087,infectaré,infectarás,infectará,infectaremos,infectaréis,infectarán
1088,pronosticaré,pronosticarás,pronosticará,pronosticaremos,pronosticaréis,pronosticarán
1089,encogeré,encogerás,encogerá,encogeremos,encogeréis,encogerán
1090,asimilaré,asimilarás,asimilará,asimilaremos,asimilaréis,asimilarán
1091,tumbaré,tumbarás,tumbará,tumbaremos,tumbaréis,tumbarán
1092,boxearé,boxearás,boxeará,boxearemos,boxearéis,boxearán
1093,apestaré,apestarás,apestará,apestaremos,apestaréis,apestarán
1094,desplazaré,desplazarás,desplazará,desplazaremos,desplazaréis,desplazarán
1095,transcribiré,transcribirás,transcribirá,transcribiremos,transcribiréis,transcribirán
1096,atrasaré,atrasarás,atrasará,atrasaremos,atrasaréis,atrasarán
1097,alborotaré,alborotarás,alborotará,alborotaremos,alborotaréis,alborotarán
1098,retrasaré,retrasarás,retrasará,retrasaremos,retrasaréis,retrasarán
1099,retribuiré,retribuirás,retribuirá,retribuiremos,retribuiréis,retribuirán
1100,reelegiré,reelegirás,reelegirá,reelegiremos,reelegiréis,reelegirán
1101,descentralizaré,descentralizarás,descentralizará,descentralizaremos,descentralizaréis,descentralizarán
1102,sobornaré,sobornarás,sobornará,sobornaremos,sobornaréis,sobornarán
1103,descontaré,descontarás,descontará,descontaremos,descontaréis,descontarán
1104,designaré,designarás,designará,designaremos,designaréis,designarán
1105,alteraré,alterarás,alterará,alteraremos,alteraréis,alterarán
1106,desconectaré,desconectarás,desconectará,desconectaremos,desconectaréis,desconectarán
1107,excederé,excederás,excederá,excederemos,excederéis,excederán
1108,desvariaré,desvariarás,desvariará,desvariaremos,desvariaréis,desvariarán
1109,alertaré,alertarás,alertará,alertaremos,alertaréis,alertarán
1110,sujetaré,sujetarás,sujetará,sujetaremos,sujetaréis,sujetarán
1111,punzaré,punzarás,punzará,punzaremos,punzaréis,punzarán
1112,asesoraré,asesorarás,asesorará,asesoraremos,asesoraréis,asesorarán
1113,estremeceré,estremecerás,estremecerá,estremeceremos,estremeceréis,estremecerán
1114,presumiré,presumirás,presumirá,presumiremos,presumiréis,presumirán
1115,descuidaré,descuidarás,descuidará,descuidaremos,descuidaréis,descuidarán
1116,profetizaré,profetizarás,profetizará,profetizaremos,profetizaréis,profetizarán
1117,enunciaré,enunciarás,enunciará,enunciaremos,enunciaréis,enunciarán
1118,destituiré,destituirás,destituirá,destituiremos,destituiréis,destituirán
1119,desaprobaré,desaprobarás,desaprobará,desaprobaremos,desaprobaréis,desaprobarán
1120,sobrepondré,sobrepondrás,sobrepondrá,sobrepondremos,sobrepondréis,sobrepondrán
1121,descalzaré,descalzarás,descalzará,descalzaremos,descalzaréis,descalzarán
1122,murmuraré,murmurarás,murmurará,murmuraremos,murmuraréis,murmurarán
1123,trucaré,trucarás,trucará,trucaremos,trucaréis,trucarán
1124,compareceré,comparecerás,comparecerá,compareceremos,compareceréis,comparecerán
1125,derribaré,derribarás,derribará,derribaremos,derribaréis,derribarán
1126,originaré,originarás,originará,originaremos,originaréis,originarán
1127,contrastaré,contrastarás,contrastará,contrastaremos,contrastaréis,contrastarán
1128,restringiré,restringirás,restringirá,restringiremos,restringiréis,restringirán
1129,loaré,loarás,loará,loaremos,loaréis,loarán
1130,predispondré,predispondrás,predispondrá,predispondremos,predispondréis,predispondrán
1131,proscribiré,proscribirás,proscribirá,proscribiremos,proscribiréis,proscribirán
1132,argumentaré,argumentarás,argumentará,argumentaremos,argumentaréis,argumentarán
1133,destaparé,destaparás,destapará,destaparemos,destaparéis,destaparán
1134,excavaré,excavarás,excavará,excavaremos,excavaréis,excavarán
1135,retrocederé,retrocederás,retrocederá,retrocederemos,retrocederéis,retrocederán
1136,presionaré,presionarás,presionará,presionaremos,presionaréis,presionarán
1137,turbaré,turbarás,turbará,turbaremos,turbaréis,turbarán
1138,ambicionaré,ambicionarás,ambicionará,ambicionaremos,ambicionaréis,ambicionarán
1139,transportaré,transportarás,transportará,transportaremos,transportaréis,transportarán
1140,revolucionaré,revolucionarás,revolucionará,revolucionaremos,revolucionaréis,revolucionarán
1141,supervisaré,supervisarás,supervisará,supervisaremos,supervisaréis,supervisarán
1142,repintaré,repintarás,repintará,repintaremos,repintaréis,repintarán
1143,lloriquearé,lloriquearás,lloriqueará,lloriquearemos,lloriquearéis,lloriquearán
1144,exfoliaré,exfoliarás,exfoliará,exfoliaremos,exfoliaréis,exfoliarán
1145,acedaré,acedarás,acedará,acedaremos,acedaréis,acedarán
1146,engrosaré,engrosarás,engrosará,engrosaremos,engrosaréis,engrosarán
1147,desenfadaré,desenfadarás,desenfadará,desenfadaremos,desenfadaréis,desenfadarán
1148,fomentaré,fomentarás,fomentará,fomentaremos,fomentaréis,fomentarán
1149,rutilaré,rutilarás,rutilará,rutilaremos,rutilaréis,rutilarán
1150,vislumbraré,vislumbrarás,vislumbrará,vislumbraremos,vislumbraréis,vislumbrarán
1151,rotularé,rotularás,rotulará,rotularemos,rotularéis,rotularán
1152,plantearé,plantearás,planteará,plantearemos,plantearéis,plantearán
1153,permutaré,permutarás,permutará,permutaremos,permutaréis,permutarán
1154,indignaré,indignarás,indignará,indignaremos,indignaréis,indignarán
1155,recusaré,recusarás,recusará,recusaremos,recusaréis,recusarán
1156,intensificaré,intensificarás,intensificará,intensificaremos,intensificaréis,intensificarán
1157,excretaré,excretarás,excretará,excretaremos,excretaréis,excretarán
1158,conllevaré,conllevarás,conllevará,conllevaremos,conllevaréis,conllevarán
1159,interpondré,interpondrás,interpondrá,interpondremos,interpondréis,interpondrán
1160,desistiré,desistirás,desistirá,desistiremos,desistiréis,desistirán
1161,aturrullaré,aturrullarás,aturrullará,aturrullaremos,aturrullaréis,aturrullarán
1162,desandaré,desandarás,desandará,desandaremos,desandaréis,desandarán
1163,resguardaré,resguardarás,resguardará,resguardaremos,resguardaréis,resguardarán
1164,conceptuaré,conceptuarás,conceptuará,conceptuaremos,conceptuaréis,conceptuarán
1165,restableceré,restablecerás,restablecerá,restableceremos,restableceréis,restablecerán
1166,superpondré,superpondrás,superpondrá,superpondremos,superpondréis,superpondrán
1167,ampararé,ampararás,amparará,ampararemos,ampararéis,ampararán
1168,enmendaré,enmendarás,enmendará,enmendaremos,enmendaréis,enmendarán
1169,escurriré,escurrirás,escurrirá,escurriremos,escurriréis,escurrirán
1170,exhalaré,exhalarás,exhalará,exhalaremos,exhalaréis,exhalarán
1171,exageraré,exagerarás,exagerará,exageraremos,exageraréis,exagerarán
1172,plumearé,plumearás,plumeará,plumearemos,plumearéis,plumearán
1173,engancharé,engancharás,enganchará,engancharemos,engancharéis,engancharán
1174,enturbiaré,enturbiarás,enturbiará,enturbiaremos,enturbiaréis,enturbiarán
1175,desagradaré,desagradarás,desagradará,desagradaremos,desagradaréis,desagradarán
1176,reformaré,reformarás,reformará,reformaremos,reformaréis,reformarán
1177,descifraré,descifrarás,descifrará,descifraremos,descifraréis,descifrarán
